,Date,Close/Last,Open,Daily_Change,Daily_Change_Perc,Increased,RSI
0,2014-09-17,1235.9,1235.3,0.6000000000001364,0.00048571197280024,1,
1,2014-09-18,1226.9,1223.1,3.800000000000182,0.0031068596190010483,1,0.0
2,2014-09-19,1216.6,1225.6,-9.0,-0.007343342036553525,0,0.0
3,2014-09-22,1217.9,1216.4,1.5,0.0012331469911213415,1,1.0878010878012248
4,2014-09-23,1222.0,1214.9,7.099999999999909,0.005844102395258794,1,4.612062658786343
5,2014-09-24,1219.5,1223.2,-3.7000000000000455,-0.0030248528449967668,0,4.506621493584532
6,2014-09-25,1221.9,1217.3,4.600000000000136,0.003778854842684742,1,6.711571223300979
7,2014-09-26,1215.4,1222.1,-6.699999999999818,-0.005482366418459879,0,6.288092903176292
8,2014-09-29,1218.8,1219.1,-0.2999999999999545,-0.0002460831761134891,0,9.504594365355103
9,2014-09-30,1211.6,1215.7,-4.100000000000136,-0.003372542568067892,0,8.8146231256124
10,2014-10-01,1215.5,1209.4,6.099999999999909,0.0050438233834958724,1,12.519104499013793
11,2014-10-02,1215.1,1213.4,1.699999999999818,0.0014010219218722746,1,12.463178839711745
12,2014-10-03,1192.9,1213.9,-21.0,-0.017299612818189307,0,9.836742792551192
13,2014-10-06,1207.3,1192.0,15.299999999999955,0.01283557046979862,1,21.406374339916695
14,2014-10-07,1212.4,1207.8,4.600000000000136,0.0038085775790694955,1,25.073435258237623
15,2014-10-08,1206.0,1209.8,-3.7999999999999545,-0.0031410150438088568,0,23.586188448337808
16,2014-10-09,1225.3,1221.1,4.2000000000000455,0.0034395217426910537,1,35.92849073640642
17,2014-10-10,1221.7,1224.0,-2.2999999999999545,-0.0018790849673202242,0,34.79940729530725
18,2014-10-13,1230.0,1224.8,5.2000000000000455,0.004245591116917085,1,39.51861474543301
19,2014-10-14,1234.3,1237.3,-3.0,-0.0024246342843287803,0,41.86619953667668
20,2014-10-15,1244.8,1233.3,11.5,0.009324576339901079,1,47.25043413286427
21,2014-10-16,1241.2,1242.2,-1.0,-0.0008050233456770246,0,45.688022357699595
22,2014-10-17,1239.0,1239.5,-0.5,-0.0004033884630899556,0,44.71494522501575
23,2014-10-20,1244.7,1239.1,5.600000000000136,0.004519409248648323,1,47.81606533347965
24,2014-10-21,1251.7,1246.8,4.900000000000091,0.0039300609560475545,1,51.41999468286503
25,2014-10-22,1245.5,1248.9,-3.400000000000091,-0.0027223957082233093,0,48.24206921748377
26,2014-10-23,1229.1,1241.7,-12.600000000000136,-0.010147378593863362,0,41.02024700395692
27,2014-10-24,1231.8,1233.5,-1.7000000000000455,-0.001378192136197848,0,42.545184007244785
28,2014-10-27,1229.3,1230.6,-1.2999999999999545,-0.0010563952543474358,0,41.47586968762887
29,2014-10-28,1229.4,1225.8,3.6000000000001364,0.0029368575624083345,1,41.53916399804286
30,2014-10-29,1224.9,1227.8,-2.8999999999998636,-0.0023619482000324676,0,39.47045667261022
31,2014-10-30,1198.6,1211.2,-12.600000000000136,-0.010402906208718738,0,30.05096211466359
32,2014-10-31,1171.6,1174.2,-2.6000000000001364,-0.002214273547947655,0,23.777419328537093
33,2014-11-03,1169.8,1171.1,-1.2999999999999545,-0.0011100674579454825,0,23.42630249245329
34,2014-11-04,1167.7,1164.6,3.1000000000001364,0.002661858148720708,1,22.999586964012295
35,2014-11-05,1145.7,1168.4,-22.700000000000045,-0.019428277986990795,0,19.07879565735999
36,2014-11-06,1142.6,1140.8,1.7999999999999545,0.0015778401122019238,1,18.597694398689868
37,2014-11-07,1169.8,1141.2,28.59999999999991,0.025061338941465044,1,34.261498130618136
38,2014-11-10,1159.8,1176.8,-17.0,-0.014445955132562882,0,31.836031873584773
39,2014-11-11,1163.0,1151.5,11.5,0.00998697351280938,1,33.45937536112919
40,2014-11-12,1159.1,1163.0,-3.900000000000091,-0.003353396388650121,0,32.4452175024862
41,2014-11-13,1161.5,1161.1,0.40000000000009095,0.00034450090431495216,1,33.775481563844366
42,2014-11-14,1185.6,1161.8,23.799999999999955,0.020485453606472675,1,45.40198437458179
43,2014-11-17,1183.5,1185.5,-2.0,-0.001687051876845213,0,44.6661238706321
44,2014-11-18,1197.1,1185.6,11.5,0.009699730094466938,1,50.28573168334564
45,2014-11-19,1193.9,1196.5,-2.599999999999909,-0.002173004596740417,0,49.02413480640979
46,2014-11-20,1190.9,1183.1,7.800000000000182,0.006592849294227185,1,47.81303998096841
47,2014-11-21,1197.7,1194.0,3.7000000000000455,0.0030988274706868052,1,50.781098560069324
48,2014-11-24,1196.6,1200.7,-4.100000000000136,-0.003414674773049168,0,50.282903664469764
49,2014-11-25,1197.8,1198.2,-0.40000000000009095,-0.00033383408446009926,0,50.84940276587719
