,Date,Open,High,Low,Close,Adj Close**,Volume,Daily_Change,Daily_Change_Ind,MACD,PROC_3,PROC_5,PROC_10,wpr,sto_os
566,2016-04-05,0.0002,0.0002,0.0002,0.0002,0.0002,"164,210",0.0,0,-4.7092648010736585e-06,0.0,0.0,0.0,-100.0,0.0
567,2016-04-06,0.0002,0.0002,0.0002,0.0002,0.0002,"127,899",0.0,0,-4.758039901217039e-06,0.0,0.0,0.0,-100.0,0.0
568,2016-04-07,0.0002,0.0002,0.0002,0.0002,0.0002,"125,769",0.0,0,-4.742031334079038e-06,0.0,0.0,0.0,-100.0,0.0
569,2016-04-08,0.0002,0.0002,0.0002,0.0002,0.0002,"149,434",0.0,0,-4.675448766274865e-06,0.0,0.0,-0.33333333333333326,-100.0,0.0
570,2016-04-09,0.0002,0.0002,0.0002,0.0002,0.0002,"95,135",0.0,0,-4.5700014693767226e-06,0.0,0.0,0.0,-100.0,0.0
571,2016-04-10,0.0002,0.0002,0.0002,0.0002,0.0002,"254,353",0.0,0,-4.435306276999213e-06,0.0,0.0,0.0,-100.0,0.0
572,2016-04-11,0.0002,0.0002,0.0002,0.0002,0.0002,"173,354",0.0,0,-4.279231054743336e-06,0.0,0.0,0.0,-100.0,0.0
573,2016-04-12,0.0002,0.0002,0.0002,0.0002,0.0002,"345,682",0.0,0,-4.1081837318392405e-06,0.0,0.0,0.0,-100.0,0.0
574,2016-04-13,0.0002,0.0002,0.0002,0.0002,0.0002,"292,317",0.0,0,-3.927355387890589e-06,0.0,0.0,0.0,0,0
575,2016-04-14,0.0002,0.0002,0.0002,0.0002,0.0002,"184,092",0.0,0,-3.740924572684189e-06,0.0,0.0,0.0,0,0
576,2016-04-15,0.0002,0.0002,0.0002,0.0002,0.0002,"131,113",0.0,0,-3.5522289246143817e-06,0.0,0.0,0.0,0,0
577,2016-04-16,0.0002,0.0002,0.0002,0.0002,0.0002,"76,420",0.0,0,-3.3639092125982916e-06,0.0,0.0,0.0,0,0
578,2016-04-17,0.0002,0.0002,0.0002,0.0002,0.0002,"81,586",0.0,0,-3.1780301309606088e-06,0.0,0.0,0.0,0,0
579,2016-04-18,0.0002,0.0002,0.0002,0.0002,0.0002,"136,890",0.0,0,-2.996181504253477e-06,0.0,0.0,0.0,0,0
580,2016-04-19,0.0002,0.0002,0.0002,0.0002,0.0002,"106,188",0.0,0,-2.819562990403118e-06,0.0,0.0,0.0,0,0
581,2016-04-20,0.0002,0.0002,0.0002,0.0002,0.0002,"108,274",0.0,0,-2.6490548899174755e-06,0.0,0.0,0.0,0,0
582,2016-04-21,0.0002,0.0002,0.0002,0.0002,0.0002,"108,092",0.0,0,-2.485277262586358e-06,0.0,0.0,0.0,0,0
583,2016-04-22,0.0002,0.0002,0.0002,0.0002,0.0002,"54,837",0.0,0,-2.3286392096906125e-06,0.0,0.0,0.0,0,0
584,2016-04-23,0.0002,0.0002,0.0002,0.0002,0.0002,"100,389",0.0,0,-2.1793798895051824e-06,0.0,0.0,0.0,0,0
585,2016-04-24,0.0002,0.0002,0.0002,0.0002,0.0002,"144,668",0.0,0,-2.0376025886247853e-06,0.0,0.0,0.0,0,0
586,2016-04-25,0.0002,0.0002,0.0002,0.0002,0.0002,"200,268",0.0,0,-1.9033029644179153e-06,0.0,0.0,0.0,0,0
587,2016-04-26,0.0002,0.0002,0.0002,0.0002,0.0002,"154,354",0.0,0,-1.7763923988493803e-06,0.0,0.0,0.0,0,0
588,2016-04-27,0.0002,0.0002,0.0002,0.0002,0.0002,"164,060",0.0,0,-1.656717256038145e-06,0.0,0.0,0.0,0,0
589,2016-04-28,0.0002,0.0002,0.0002,0.0002,0.0002,"131,177",0.0,0,-1.544074711031738e-06,0.0,0.0,0.0,0,0
590,2016-04-29,0.0002,0.0002,0.0002,0.0002,0.0002,"95,090",0.0,0,-1.4382257118269234e-06,0.0,0.0,0.0,0,0
591,2016-04-30,0.0002,0.0002,0.0002,0.0002,0.0002,"78,879",0.0,0,-1.3389055476427912e-06,0.0,0.0,0.0,0,0
592,2016-05-01,0.0002,0.0002,0.0002,0.0002,0.0002,"57,744",0.0,0,-1.2458324213145556e-06,0.0,0.0,0.0,0,0
593,2016-05-02,0.0002,0.0002,0.0002,0.0002,0.0002,"93,858",0.0,0,-1.1587143602731834e-06,0.0,0.0,0.0,0,0
594,2016-05-03,0.0002,0.0002,0.0002,0.0002,0.0002,"95,400",0.0,0,-1.0772547470894883e-06,0.0,0.0,0.0,0,0
595,2016-05-04,0.0002,0.0002,0.0002,0.0002,0.0002,"71,238",0.0,0,-1.0011567054545338e-06,0.0,0.0,0.0,0,0
596,2016-05-05,0.0002,0.0002,0.0002,0.0002,0.0002,"149,567",0.0,0,-9.301265394390625e-07,0.0,0.0,0.0,0,0
597,2016-05-06,0.0002,0.0002,0.0002,0.0002,0.0002,"92,250",0.0,0,-8.638763918264957e-07,0.0,0.0,0.0,0,0
598,2016-05-07,0.0002,0.0002,0.0002,0.0002,0.0002,"83,754",0.0,0,-8.021262603143478e-07,0.0,0.0,0.0,0,0
599,2016-05-08,0.0002,0.0002,0.0002,0.0002,0.0002,"46,960",0.0,0,-7.446054876445655e-07,0.0,0.0,0.0,0,0
600,2016-05-09,0.0002,0.0002,0.0002,0.0002,0.0002,"75,340",0.0,0,-6.910538225882428e-07,0.0,0.0,0.0,0,0
601,2016-05-10,0.0002,0.0002,0.0002,0.0002,0.0002,"76,419",0.0,0,-6.412221326143142e-07,0.0,0.0,0.0,0,0
602,2016-05-11,0.0002,0.0002,0.0002,0.0002,0.0002,"71,368",0.0,0,-5.94872835539415e-07,0.0,0.0,0.0,0,0
603,2016-05-12,0.0002,0.0002,0.0002,0.0002,0.0002,"222,479",0.0,0,-5.51780106087125e-07,0.0,0.0,0.0,0,0
604,2016-05-13,0.0002,0.0002,0.0002,0.0002,0.0002,"336,712",0.0,0,-5.117299037403088e-07,0.0,0.0,0.0,0,0
605,2016-05-14,0.0002,0.0002,0.0002,0.0002,0.0002,"142,382",0.0,0,-4.745198602635703e-07,0.0,0.0,0.0,0,0
606,2016-05-15,0.0002,0.0002,0.0002,0.0002,0.0002,"98,803",0.0,0,-4.399590585622761e-07,0.0,0.0,0.0,0,0
607,2016-05-16,0.0002,0.0002,0.0002,0.0002,0.0002,"118,082",0.0,0,-4.0786772892661993e-07,0.0,0.0,0.0,0,0
608,2016-05-17,0.0002,0.0002,0.0002,0.0002,0.0002,"109,327",0.0,0,-3.780768840106483e-07,0.0,0.0,0.0,0,0
609,2016-05-18,0.0002,0.0002,0.0002,0.0002,0.0002,"83,520",0.0,0,-3.504279099709475e-07,0.0,0.0,0.0,0,0
610,2016-05-19,0.0002,0.0002,0.0002,0.0002,0.0002,"163,249",0.0,0,-3.2477212791738163e-07,0.0,0.0,0.0,0,0
611,2016-05-20,0.0002,0.0002,0.0002,0.0002,0.0002,"150,154",0.0,0,-3.009703371014208e-07,0.0,0.0,0.0,0,0
612,2016-05-21,0.0002,0.0002,0.0002,0.0002,0.0002,"46,799",0.0,0,-2.7889234900229385e-07,0.0,0.0,0.0,0,0
613,2016-05-22,0.0002,0.0002,0.0002,0.0002,0.0002,"67,026",0.0,0,-2.584165195912479e-07,0.0,0.0,0.0,0,0
614,2016-05-23,0.0002,0.0002,0.0002,0.0002,0.0002,"56,105",0.0,0,-2.3942928549896257e-07,0.0,0.0,0.0,0,0
615,2016-05-24,0.0002,0.0002,0.0002,0.0002,0.0002,"65,382",0.0,0,-2.218247085263882e-07,0.0,0.0,0.0,0,0
616,2016-05-25,0.0002,0.0002,0.0002,0.0002,0.0002,"92,668",0.0,0,-2.0550403188372376e-07,0.0,0.0,0.0,0,0
617,2016-05-26,0.0002,0.0002,0.0002,0.0002,0.0002,"86,853",0.0,0,-1.9037525067499856e-07,0.0,0.0,0.0,0,0
618,2016-05-27,0.0002,0.0002,0.0002,0.0002,0.0002,"336,255",0.0,0,-1.763526984382513e-07,0.0,0.0,0.0,0,0
619,2016-05-28,0.0002,0.0002,0.0002,0.0002,0.0002,"364,972",0.0,0,-1.6335665097710764e-07,0.0,0.0,0.0,0,0
620,2016-05-29,0.0002,0.0002,0.0002,0.0002,0.0002,"340,639",0.0,0,-1.5131294825424424e-07,0.0,0.0,0.0,0,0
621,2016-05-30,0.0002,0.0002,0.0002,0.0002,0.0002,"147,592",0.0,0,-1.401526347448315e-07,0.0,0.0,0.0,0,0
622,2016-05-31,0.0002,0.0002,0.0002,0.0002,0.0002,"181,107",0.0,0,-1.298116183514632e-07,0.0,0.0,0.0,0,0
