date,count,compound,neg,neu,pos,retweets_count,likes_count,replies_count,compound_weighted_replies,compound_weighted_likes,compound_weighted_retweets
2014-10-27,12,0.17590000000000003,0.016833333333333336,0.9139166666666667,0.06924999999999999,298,264,17,-0.051241176470588255,0.12219128787878787,-0.005232550335570501
2014-10-28,5,0.3242,0.0,0.875,0.125,196,152,11,0.6749090909090909,0.36630855263157897,0.42891632653061224
2014-10-29,8,0.3275875,0.020625,0.8374999999999999,0.141875,232,231,18,0.7059,0.3182541125541126,0.35878491379310345
2014-10-30,7,0.25944285714285714,0.04085714285714286,0.8134285714285715,0.1457142857142857,248,179,65,0.7372061538461537,0.262704469273743,0.43107661290322585
2014-10-31,1,0.0,0.0,1.0,0.0,73,50,2,0.0,0.0,0.0
2014-11-01,6,0.3965000000000001,0.0,0.8381666666666666,0.16183333333333333,123,123,1,0.0,0.3876910569105691,0.38511626016260164
2014-11-02,7,0.02774285714285713,0.08842857142857143,0.8104285714285713,0.10114285714285713,180,218,9,-0.2043777777777778,-0.11672568807339453,-0.033798333333333354
2014-11-03,8,0.11661250000000001,0.0,0.951875,0.048125,158,175,17,0.017411764705882352,0.16120857142857142,0.1226879746835443
2014-11-04,4,-0.19119999999999998,0.17825,0.76325,0.0585,82,86,12,-0.38399999999999995,-0.2850232558139535,-0.27417073170731704
2014-11-05,3,-0.3495,0.166,0.7829999999999999,0.051,56,66,0,,-0.38533636363636364,-0.44805
2014-11-06,6,-0.23711666666666664,0.13533333333333333,0.8368333333333334,0.027833333333333335,213,163,16,-0.25656875,-0.23716993865030672,-0.31081549295774646
2014-11-07,3,-0.0615,0.05266666666666667,0.8876666666666666,0.059666666666666666,65,58,7,-0.2243142857142857,-0.04927241379310344,-0.03023692307692307
2014-11-08,1,0.6892,0.0,0.774,0.226,18,21,0,,0.6892,0.6892
2014-11-09,2,0.31720000000000004,0.056,0.6725,0.272,32,36,3,0.3025333333333333,0.3098666666666667,0.28145
2014-11-10,6,0.5375666666666666,0.0,0.8186666666666668,0.18133333333333335,178,132,42,0.5712833333333333,0.5305234848484849,0.5794578651685393
2014-11-11,7,0.17962857142857144,0.0,0.9382857142857144,0.061714285714285715,367,180,47,0.026753191489361703,0.15238000000000002,0.06887901907356948
2014-11-12,6,0.20214999999999997,0.024333333333333332,0.9013333333333334,0.07433333333333332,253,105,39,0.0,0.15148,0.042628458498023714
2014-11-13,1,-0.5859,0.246,0.643,0.111,34,21,5,-0.5859,-0.5859,-0.5859
2014-11-14,2,0.0,0.0,1.0,0.0,28,38,2,0.0,0.0,0.0
2014-11-15,17,0.4708823529411764,0.0,0.8115882352941177,0.1884117647058823,16,22,1,0.807,0.7083454545454546,0.6885625
2014-11-16,10,0.23850000000000002,0.06739999999999999,0.7620000000000001,0.1706,581,457,6,0.43026666666666663,0.6382398249452955,0.5456774526678142
