,Date,Open,High,Low,Close,Adj Close,Volume,Daily_Change,Daily_Change_Ind,MACD,PROC_3,PROC_5,PROC_10,wpr,sto_os
26,2014-10-13,377.92099,397.226013,368.897003,390.414001,390.414001,35221400,11.864989999999977,1.0,-15.701840263979307,0.07979817581057162,0.1061766838206115,0.08595543014332756,5.223231360934317,105.22323136093432
27,2014-10-14,391.691986,411.697998,391.324005,400.869995,400.869995,38491500,10.455994000000032,1.0,-11.89528236472961,0.10646174245283824,0.09819572825443744,0.21894631447713953,14.957649556804329,114.95764955680431
28,2014-10-15,400.954987,402.22699,388.765991,394.77301,394.77301,25267100,-6.096985000000018,0.0,-9.263746832671018,0.0428583843268844,0.09185422388898538,0.2317025917536865,-7.587090764140907,92.4129092358591
29,2014-10-16,394.518005,398.807007,373.070007,382.556,382.556,26990000,-12.217010000000016,0.0,-8.071009001768346,-0.020127354500280848,0.05591234970277072,0.15898311740573873,-22.78994327836178,77.21005672163822
30,2014-10-17,382.756012,385.477997,375.389008,383.757996,383.757996,13600700,1.2019960000000083,1.0,-6.9486647638615295,-0.04268715347478183,0.013760397857702986,0.14150155211825974,-21.294178937440105,78.7058210625599
31,2014-10-18,383.976013,395.15799,378.971008,391.441986,391.441986,11416800,7.683989999999994,1.0,-5.377180306654111,-0.008437821015170245,0.0026330638690388593,0.10908931767955278,-11.732218466690894,88.2677815333091
32,2014-10-19,391.253998,393.938995,386.457001,389.54599,389.54599,5914570,-1.8959959999999683,0.0,-4.235929426429948,0.018271808571817028,-0.028248572208553546,0.06717326692571692,-14.091596706992915,85.90840329300708
33,2014-10-20,389.230988,390.084015,378.252014,382.845001,382.845001,16419000,-6.700988999999993,0.0,-3.8280661279474657,-0.0023790904932700523,-0.030214854353898143,0.0588640075384912,-25.46227319763948,74.53772680236052
34,2014-10-21,382.42099,392.645996,380.834015,386.475006,386.475006,14188900,3.630004999999983,1.0,-3.1753173769660634,-0.012688930103680749,0.010244267505933836,0.06672939827594505,-22.25467709180945,77.74532290819054
35,2014-10-22,386.118011,388.575989,382.248993,383.15799,383.15799,11641300,-3.3170160000000237,0.0,-2.89232384982148,-0.016398577225759745,-0.0015635009726286135,0.012175382489640098,-36.95390692003653,63.04609307996347
36,2014-10-23,382.962006,385.048004,356.446991,358.416992,358.416992,26456900,-24.74099799999999,0.0,-4.6112851849666185,-0.06380652466714598,-0.08436753128469973,-0.08195661251400661,-108.00097018460598,-8.000970184605976
37,2014-10-24,358.591003,364.345001,353.304993,358.345001,358.345001,15585700,-0.07199099999996861,0.0,-5.911242377060773,-0.07278609111400074,-0.08009577765131144,-0.10608175850128167,-100.16957810970398,-0.1695781097039674
38,2014-10-25,358.610992,359.860992,342.877014,347.270996,347.270996,18127500,-11.074005,0.0,-7.745759181384528,-0.0936610874276691,-0.09292012408959206,-0.12032741042757704,-126.04116769540286,-26.041167695402855
39,2014-10-26,347.487,359.221008,343.931,354.70401,354.70401,11272500,7.433013999999957,1.0,-8.501840926294847,-0.010359391666341564,-0.08220711690732213,-0.07280500109787849,-86.13217758040601,13.867822419593988
40,2014-10-27,354.777008,358.631989,349.80899,352.989014,352.989014,13033000,-1.714995999999985,0.0,-9.134134385397772,-0.014946453794677121,-0.0787376925116451,-0.08017808702544922,-89.33185673859325,10.668143261406755
41,2014-10-28,353.214996,359.984009,352.678986,357.618011,357.618011,7845880,4.628997000000027,1.0,-9.15616358115767,0.029795217911028765,-0.0022291939774997313,-0.08640865366956309,-80.69550701870384,19.30449298129616
42,2014-10-29,357.088989,357.833008,335.342987,335.591003,335.591003,18192700,-22.027008000000023,0.0,-10.826219417366644,-0.053884383771133526,-0.06349746176590314,-0.13850736083819015,-124.58841639851319,-24.58841639851319
43,2014-10-30,335.709015,350.912994,335.071991,345.304993,345.304993,30177900,9.713990000000024,1.0,-11.23638681704756,-0.021768442345913838,-0.005661293406720325,-0.09805536941045234,-82.60730701910828,17.392692980891717
44,2014-10-31,345.009003,348.045013,337.141998,338.321014,338.321014,12545400,-6.9839790000000335,0.0,-11.986819579566202,-0.05395980181769992,-0.046187794719321024,-0.12459794618646054,-95.11197323062336,4.888026769376631
45,2014-11-01,338.649994,340.528992,321.054993,325.748993,325.748993,16677200,-12.572021000000007,0.0,-13.441059805704015,-0.02932739528776943,-0.07716959995814492,-0.14983113623703895,-117.62191007452817,-17.621910074528177
46,2014-11-02,326.075012,329.049988,320.626007,325.891998,325.891998,8603620,0.14300500000001648,1.0,-14.41583952925123,-0.05621985025858002,-0.08871480748770234,-0.09074623895063545,-99.77584368116885,0.22415631883114562
47,2014-11-03,325.569,334.002014,325.480988,327.553986,327.553986,12948500,1.661988000000008,1.0,-14.882692525999062,-0.031824886880954965,-0.023948845255544565,-0.08592561613549624,-97.02764447914599,2.97235552085401
48,2014-11-04,327.161011,331.766998,325.076996,330.492004,330.492004,15655500,2.9380179999999996,1.0,-14.844485403496662,0.014560324366068031,-0.04289827630728761,-0.048316709985189825,-92.18949052360803,7.8105094763919745
49,2014-11-05,330.683014,343.368988,330.683014,339.485992,339.485992,19817200,8.993988000000002,1.0,-13.927913995228494,0.041713187446842465,0.0034434101099023637,-0.042903428128709266,-76.07169656700322,23.928303432996792
50,2014-11-06,339.458008,352.966003,338.424011,349.290009,349.290009,18797000,9.804016999999988,1.0,-12.268993000200908,0.06635859714434979,0.0722673484979891,-0.010479093833781466,-27.93860438161515,72.06139561838485
51,2014-11-07,349.817993,352.731995,341.776001,342.415009,342.415009,16834200,-6.875,0.0,-11.377884038282502,0.03607653091661482,0.05070087974360143,-0.04251184653001167,-48.87099058265051,51.129009417349494
52,2014-11-08,342.153992,347.032013,342.153992,345.488007,345.488007,8535470,3.072997999999984,1.0,-10.304919808422937,0.01767971327665258,0.05475134410362502,0.029491267380609667,-38.06205763855048,61.937942361449515
53,2014-11-09,345.376007,363.626007,344.255005,363.264008,363.264008,24205600,17.776001000000008,1.0,-7.928814764419883,0.0400068671875467,0.09916126140225764,0.052009137904356816,17.716256585000387,117.71625658500038
54,2014-11-10,362.265015,374.81601,357.561005,366.924011,366.924011,30450100,3.6600030000000174,1.0,-5.684871088754619,0.07157689165430248,0.08082224199695402,0.08454395623205367,9.756101656896623,109.75610165689662
55,2014-11-11,365.856995,371.309998,363.734985,367.695007,367.695007,15838900,0.7709959999999683,1.0,-3.8005067492588864,0.06427719501128731,0.05269259791510377,0.1287679007498881,1.872484913060555,101.87248491306056
56,2014-11-12,367.984985,429.717987,367.984985,423.561005,423.561005,45783200,55.86599800000005,1.0,2.175704545209328,0.165986708487784,0.2369814227389782,0.2996974690983361,133.18547502511217,233.1854750251122
57,2014-11-13,427.27301,457.092987,401.122986,420.734985,420.734985,58945000,-2.826020000000028,0.0,6.607689524690613,0.14665427278347284,0.21779910293673382,0.2844752406707088,-2.889236140035671,97.11076385996434
58,2014-11-14,418.416992,419.252014,384.789001,397.817993,397.817993,29589200,-22.916991999999993,0.0,8.176605009757793,0.08192383749176128,0.09512086041840956,0.20371442632542477,-26.31886562153533,73.68113437846468
59,2014-11-15,399.649994,405.528015,371.007996,376.132996,376.132996,15727500,-21.68499700000001,0.0,7.582774304214922,-0.1119744462784057,0.025097798791913848,0.1079485011564188,-48.488941215113755,51.511058784886245
60,2014-11-16,374.730011,390.799011,374.60199,387.881989,387.881989,11905600,11.748992999999984,1.0,7.968350551391097,-0.07808477348276616,0.05490143084809417,0.11048692778384045,-36.53054033814436,63.469459661855645
61,2014-11-17,388.348999,410.199005,377.502014,387.40799,387.40799,41518800,-0.47399899999999207,0.0,8.141820904006124,-0.02616775305082799,-0.08535491835467723,0.13139897439484022,-37.656637375648586,62.343362624351414
62,2014-11-18,387.785004,392.402008,371.117004,375.197998,375.197998,32222500,-12.209992,0.0,7.210929984784229,-0.002485817543111818,-0.10823199549236442,0.08599427591707982,-51.96467833580811,48.03532166419189
63,2014-11-19,373.895996,386.480988,373.895996,380.554993,380.554993,18931800,5.35699500000004,1.0,6.826762284712572,-0.018889755667412418,-0.043394216208817823,0.04759894902662648,-51.15195402943321,48.848045970566794
64,2014-11-20,380.307007,382.024994,356.781006,357.839996,357.839996,25233200,-22.71499700000004,0.0,4.6359557814118375,-0.07632262308270926,-0.04863439313896303,-0.024757210560417704,-80.99106824691636,19.008931753083644
65,2014-11-21,357.878998,357.878998,344.112,350.847992,350.847992,29850100,-6.9920040000000085,0.0,2.3089138340233717,-0.06489908296365698,-0.0954774855503796,-0.04581790527277951,-89.60764126920078,10.39235873079921
66,2014-11-22,351.604004,364.841003,350.877991,352.920013,352.920013,15273000,2.0720210000000066,1.0,0.6247098372486448,-0.07261757304022559,-0.08902236889848349,-0.1667787902240907,-90.48069602758177,9.51930397241822
67,2014-11-23,353.174988,370.845001,353.174988,367.572998,367.572998,15151600,14.652985000000001,1.0,0.46695667923711426,0.027199312845956995,-0.020322603107279905,-0.1263550427117441,-76.998606838091,23.001393161908993
68,2014-11-24,366.947998,387.209015,366.669006,376.901001,376.901001,30930100,9.328003000000024,1.0,1.0821536559604397,0.074257255546727,-0.00960174499668177,-0.05257930100713165,-64.17008740925093,35.82991259074908
69,2014-11-25,376.885986,394.700989,374.783997,375.347992,375.347992,25442200,-1.5530090000000314,0.0,1.427926596060388,0.06354975114431947,0.0489268840702759,-0.002087038383625389,-66.3058935544316,33.694106445568394
70,2014-11-26,376.019012,377.697998,365.81601,368.369995,368.369995,18601700,-6.977996999999959,0.0,1.1259093201152268,0.002168268627827861,0.04994186485183031,-0.05030394437829894,-75.90252105218082,24.097478947819187
71,2014-11-27,370.502014,373.992004,368.282013,369.670013,369.670013,8748030,1.300017999999966,1.0,0.9801603623790811,-0.0191853775416214,0.04746117925593526,-0.045786296250627155,-73.06791980590724,26.932080194092773
72,2014-11-28,369.373993,382.838013,358.454987,376.446991,376.446991,22946500,6.776978000000042,1.0,1.395413294496052,0.00292794692771408,0.024142124280848404,0.003328890363642189,-45.49925813286648,54.50074186713353
73,2014-11-29,376.152008,387.601013,372.144989,375.490997,375.490997,15375600,-0.9559940000000324,0.0,1.6285901353911072,0.019331113002295355,-0.003741046047261665,-0.013306870473776785,-33.458424700957835,66.54157529904217
74,2014-11-30,375.51001,382.527008,373.30899,378.046997,378.046997,9194440,2.555999999999983,1.0,1.9966165476548667,0.022660707402306916,0.007190673874711976,0.05646937521204307,-26.556658197061473,73.44334180293852
75,2014-12-01,378.248993,383.661987,376.669006,379.244995,379.244995,11763000,1.197998000000041,1.0,2.357769656435323,0.007432664005541199,0.02952194844208199,0.08093819445316947,-22.327668070441263,77.67233192955874
76,2014-12-02,379.25,384.037994,377.863007,381.315002,381.315002,12364100,2.0700069999999755,1.0,2.778983964950612,0.015510371877171797,0.03150103765652209,0.0804572933074215,2.558349797746218,102.55834979774623
77,2014-12-03,381.721985,383.026001,374.346008,375.01001,375.01001,13340100,-6.30499199999997,0.0,2.5743635176056046,-0.00803335834988779,-0.003817220045198881,0.020232748434910984,-20.694488891427046,79.30551110857296
78,2014-12-04,375.717987,378.654999,367.759003,369.604004,369.604004,14529600,-5.406006000000048,0.0,1.9534625344423375,-0.025421537863670532,-0.01567812023999078,-0.01936051371750014,-38.43829112210228,61.56170887789772
79,2014-12-05,369.441986,379.191986,365.756012,376.854004,376.854004,15181800,7.25,1.0,2.023087547241005,-0.01169898371845338,-0.0031556737904732024,0.0040123086631565046,-14.642060379407154,85.35793962059284
80,2014-12-06,376.756989,378.447998,370.945007,374.785004,374.785004,7009320,-2.06899999999996,0.0,1.8895334969010946,-0.0005999999840004472,-0.01176018420493592,0.017414580685378562,-22.997008380598334,77.00299161940166
81,2014-12-07,374.835999,376.291992,373.274994,375.095001,375.095001,6491650,0.30999700000000985,1.0,1.7880930928239422,0.014856432670031491,-0.01631197557760911,0.014675217921990448,-45.26269239915782,54.73730760084218
82,2014-12-08,374.964996,376.028992,361.885986,361.908997,361.908997,18898700,-13.186004000000025,0.0,0.6363649005375009,-0.039657285955226246,-0.034935102132340475,-0.038618967205398716,-149.9111201716618,-49.911120171661786
83,2014-12-09,361.894989,363.066986,344.950989,352.218994,352.218994,32915500,-9.69000299999999,0.0,-1.046229961231461,-0.060210546737883903,-0.047036855152683806,-0.061977525921879786,-149.93301300293385,-49.933013002933855
84,2014-12-10,352.204987,352.384003,346.36499,346.36499,346.36499,16427700,-5.854004000000032,0.0,-2.8195655143412637,-0.07659395865955582,-0.0809040468626678,-0.08380441387291326,-120.11961228495687,-20.119612284956876
85,2014-12-11,344.339996,361.356995,338.763,350.506012,350.506012,32431300,4.141022000000021,1.0,-3.8464612381242773,-0.03150787931364967,-0.06478111915064781,-0.07577946546137021,-88.15158632849676,11.848413671503229
86,2014-12-12,350.833008,352.983002,349.290985,352.541992,352.541992,16989800,2.035979999999995,1.0,-4.444760494784759,0.0009170374270048143,-0.060126125221274355,-0.07545732491269777,-82.3261806033142,17.673819396685797
87,2014-12-13,352.381012,352.381012,346.588013,347.376007,347.376007,11675900,-5.165984999999978,0.0,-5.274962299920105,0.0029189353115626326,-0.04015647613203709,-0.07368870766942996,-97.10724848964276,2.8927515103572428
88,2014-12-14,346.72699,353.31601,345.417999,351.631989,351.631989,12415200,4.25598199999996,1.0,-5.525783243545504,0.0032124327727650432,-0.0016665909845850996,-0.04862505493852821,-84.92990789244938,15.070092107550625
89,2014-12-15,351.360992,351.815002,344.93399,345.345001,345.345001,17264200,-6.286987999999951,0.0,-6.1608495983113585,-0.02041456383442676,-0.002944838622402203,-0.08361063612316018,-102.9184224600551,-2.918422460055099
90,2014-12-16,345.673004,345.859009,327.062012,327.062012,327.062012,30864900,-18.282989000000043,0.0,-8.046671652919258,-0.058478405504845454,-0.06688615657753687,-0.12733431564940637,-150.82843617379956,-50.82843617379955
91,2014-12-17,326.855011,333.95401,315.152008,319.776001,319.776001,37567900,-7.286010999999974,0.0,-10.013687853504678,-0.09059468136159811,-0.09294209411513164,-0.14747997134731214,-114.63289719358882,-14.632897193588828
92,2014-12-18,319.785004,323.709015,304.231995,311.395996,311.395996,39173000,-8.380004999999983,0.0,-12.109171738823704,-0.09830460815038697,-0.10357655760606399,-0.13957376417475462,-114.68167167656512,-14.681671676565117
93,2014-12-19,311.178986,318.53299,306.769012,317.842987,317.842987,23823100,6.446990999999969,1.0,-13.098646478161072,-0.028187391570256678,-0.09609194571885206,-0.09759839073301088,-90.150951431336,9.849048568664012
94,2014-12-20,317.618988,330.325012,316.044006,329.955994,329.955994,20856700,12.113006999999982,1.0,-12.758323889571784,0.031834762359167684,-0.044561256006135294,-0.04737486892078788,-70.86297030856298,29.137029691437018
95,2014-12-21,329.542999,329.628998,318.903015,320.842987,320.842987,15207600,-9.113006999999982,0.0,-13.073258899770167,0.030337548078171076,-0.019014819122435987,-0.08462914753085606,-85.16932721319593,14.830672786804078
96,2014-12-22,321.067993,334.117004,320.424988,331.885986,331.885986,22315100,11.042999000000009,1.0,-12.290096849073564,0.044182189239242234,0.03787021215516419,-0.058591618782252726,-59.43620534444194,40.563794655558056
97,2014-12-23,332.016998,336.286987,329.60199,334.571991,334.571991,16574200,2.686005000000023,1.0,-11.322182058937187,0.01398973524936192,0.0744261175407021,-0.036859241116212124,-43.673753820420295,56.32624617957971
98,2014-12-24,334.38501,334.740997,321.356995,322.533997,322.533997,15092300,-12.037994000000026,0.0,-11.395112362289808,0.0052705219328979935,0.014758890999221593,-0.08275126527239812,-72.93053496626992,27.069465033730093
99,2014-12-25,322.286011,322.670013,316.958008,319.007996,319.007996,9883640,-3.526001000000008,0.0,-11.603669091557038,-0.03880245187574751,-0.03318017614191299,-0.07626288182465983,-81.50002250522755,18.49997749477245
100,2014-12-26,319.152008,331.424011,316.627014,327.924011,327.924011,16410500,8.916015000000016,1.0,-10.92358363338684,-0.01987010323287946,0.022070060082067536,0.0026355827591497414,-59.830805894211444,40.169194105788556
101,2014-12-27,327.583008,328.911011,312.630005,315.863007,315.863007,15185200,-12.061004000000025,0.0,-11.228399235864401,-0.020683059962823137,-0.04827856455499757,-0.012236671882077936,-88.89797251928152,11.102027480718474
102,2014-12-28,316.160004,320.028015,311.078003,317.239014,317.239014,11676600,1.3760070000000155,1.0,-11.229488973009381,-0.005545259122595767,-0.0518064197430084,0.018763947112537607,-85.47813148292381,14.52186851707619
103,2014-12-29,317.700989,320.266998,312.307007,312.670013,312.670013,12302500,-4.569001000000014,0.0,-11.466850083615782,-0.04651686820212755,-0.0305827729533889,-0.016275249766640316,-96.24726262227728,3.7527373777227284
104,2014-12-30,312.718994,314.80899,309.372986,310.737,310.737,12528300,-1.93301299999996,0.0,-11.676340878721987,-0.01622857658668449,-0.02592723725959511,-0.058247143102361565,-102.8434421046432,-2.843442104643196
105,2014-12-31,310.914001,320.192993,310.210999,320.192993,320.192993,13942900,9.455992999999978,1.0,-10.95308390191093,0.009311524968993895,-0.02357563868661025,-0.002025894366829319,-60.32726423097883,39.67273576902117
106,2015-01-01,320.434998,320.434998,314.002991,314.248993,314.248993,8036550,-5.944000000000017,0.0,-10.735773348547184,0.005049988596124187,-0.005109854475614479,-0.05314172259144445,-85.26538986316395,14.734610136836054
107,2015-01-02,314.07901,315.838989,313.565002,315.032013,315.032013,7860650,0.7830200000000218,1.0,-10.380707663164856,0.013822019907510153,-0.0069569028480210545,-0.05840291036197354,-81.98021975338702,18.019780246612985
108,2015-01-03,314.846008,315.149994,281.082001,281.082001,281.082001,33054400,-33.950012000000015,0.0,-12.692486699823462,-0.1221481820496928,-0.10102667568571724,-0.1285197727543742,-224.41791566021584,-124.41791566021581
109,2015-01-04,281.145996,287.230011,257.612,264.195007,264.195007,55629100,-16.886994000000016,0.0,-15.706176501196182,-0.15928129322597387,-0.14977937291021037,-0.1718232448317691,-131.5703816732813,-31.57038167328131
110,2015-01-05,265.084015,278.341003,265.084015,274.473999,274.473999,43962800,10.278992000000017,1.0,-17.068365143283756,-0.1287425160820085,-0.14278574172296146,-0.16299511535311154,-85.39438405033098,14.605615949669012
111,2015-01-06,274.610992,287.553009,272.696014,286.188995,286.188995,23245700,11.714995999999985,1.0,-17.006566077759373,0.018169053805761066,-0.08929224476464753,-0.0939458288637137,-68.74832260501532,31.251677394984682
112,2015-01-07,286.076996,298.753998,283.07901,294.337006,294.337006,24866800,8.148010999999997,1.0,-16.11435720217463,0.11408996461466057,-0.06569175876103751,-0.07219165042544239,-52.70285567306217,47.297144326937826
113,2015-01-08,294.13501,294.13501,282.174988,283.348999,283.348999,19982500,-10.988006999999982,0.0,-16.108229926976605,0.03233457461302191,0.00806525495028051,-0.09377622663162134,-69.94462364420444,30.05537635579556
114,2015-01-09,282.382996,291.114014,280.53299,290.40799,290.40799,18718600,7.058990999999992,1.0,-15.356749390260461,0.014741988943355447,0.09921831338773185,-0.06542191628290174,-58.868048526225216,41.13195147377479
115,2015-01-10,287.303009,288.127014,273.966003,274.79599,274.79599,15264300,-15.611999999999966,0.0,-15.838378606334572,-0.06638993942881909,0.001173120226954632,-0.14178012633774276,-81.06899237411854,18.93100762588147
116,2015-01-11,274.608002,279.638,265.039001,265.660004,265.660004,18200800,-9.135986000000003,0.0,-16.764025694639543,-0.06242829536165038,-0.07173228656119346,-0.15461939443669107,-97.3838398402399,2.6161601597601005
117,2015-01-12,266.145996,272.203003,265.200012,267.79599,267.79599,18880300,2.1359860000000026,1.0,-17.12781269892821,-0.07786287147264773,-0.0901722021321368,-0.14994039034375845,-93.56944194385841,6.430558056141591
118,2015-01-13,267.394012,268.277008,219.906006,225.860992,225.860992,72843904,-41.93499800000001,0.0,-20.562884264123852,-0.17807755491628535,-0.20288763045886032,-0.19645871597448883,-168.45606018759307,-68.45606018759308
119,2015-01-14,223.893997,223.893997,171.509995,178.102997,178.102997,97638704,-47.75799500000002,0.0,-26.829599373446683,-0.3295829469309201,-0.3867145425303209,-0.3258653938149558,-150.6275648705894,-50.62756487058938
120,2015-01-15,176.897003,229.067001,176.897003,209.843994,209.843994,81773504,31.74099700000002,1.0,-28.901623138603327,-0.21640352419018674,-0.23636442438625108,-0.23546858804647644,-76.8193784434995,23.1806215565005
121,2015-01-16,209.070007,221.591003,199.770996,208.097,208.097,38421000,-1.7469940000000008,0.0,-30.335001699468478,-0.07865011059545865,-0.21667922582730972,-0.27286861606960106,-78.0952175979998,21.904782402000183
122,2015-01-17,207.834,211.731003,194.875,199.259995,199.259995,23469700,-8.837005000000005,0.0,-31.81726733320079,0.11879080282966838,-0.25592614362896177,-0.32302092180688957,-81.79792800573537,18.20207199426462
123,2015-01-18,200.050003,218.695007,194.505997,210.339005,210.339005,30085100,11.079009999999982,1.0,-31.732200951273626,0.002358947666617405,-0.06872362891242426,-0.2576680851447088,-72.26628567891863,27.733714321081365
124,2015-01-19,211.470993,216.727997,207.317993,214.860992,214.860992,18658300,4.521987000000024,1.0,-30.943204669692307,0.032504034176369684,0.2063861676622995,-0.2601409072801336,-68.37586923462304,31.62413076537696
125,2015-01-20,212.906998,215.240997,205.153,211.315002,211.315002,24051100,-3.5459900000000175,0.0,-30.25528707392698,0.060498882377267894,0.007010007634528646,-0.231011333171201,-71.42660286285057,28.57339713714943
126,2015-01-21,211.378006,227.787994,211.212006,226.897003,226.897003,29924600,15.58200100000002,1.0,-28.128522073553256,0.0787205302221527,0.0903424989307871,-0.14591206962415013,-58.0208869849787,41.979113015021305
127,2015-01-22,227.322006,237.018997,226.434006,233.406006,233.406006,33544600,6.509002999999979,1.0,-25.622463533960683,0.08631168378855841,0.17136410647807146,-0.12841859207824594,-50.75641115974246,49.24358884025754
128,2015-01-23,233.516998,234.845001,225.195999,232.878998,232.878998,24621700,-0.527007999999995,0.0,-23.40907399400686,0.10204668762703371,0.10716031009084602,0.03107223579359815,-51.22567613712419,48.77432386287581
129,2015-01-24,232.699997,248.210007,230.022003,247.847,247.847,24782500,14.968002000000013,1.0,-20.214138166475976,0.09233262988493504,0.15352255285128721,0.3915936518462967,-27.870675179120784,72.12932482087922
130,2015-01-25,247.352005,255.074005,243.889999,253.718002,253.718002,33582700,5.871002000000004,1.0,-17.012280727054645,0.0870243073350907,0.20066251614260697,0.209079169547259,-15.6957500570864,84.3042499429136
131,2015-01-26,254.078995,309.384003,254.078995,273.472992,273.472992,106794000,19.754989999999964,1.0,-12.733934177911948,0.17431367512153234,0.20527370738343317,0.3141611460040268,6.329370678933589,106.3293706789336
132,2015-01-27,273.166992,275.480011,250.653,263.475006,263.475006,44399000,-9.997985999999969,0.0,-10.03439734108602,0.06305505412613427,0.12882701912991912,0.3222674526314226,-10.483366387929422,89.51663361207058
133,2015-01-28,263.351013,266.535004,227.046005,233.914993,233.914993,44352200,-29.560012999999998,0.0,-10.1630872114807,-0.07805125708029186,0.004448640748617503,0.11208566856156815,-41.47845346956343,58.52154653043657
134,2015-01-29,233.348007,238.705994,220.712006,233.513,233.513,32213400,-0.4019930000000045,0.0,-10.180161768496703,-0.1461204329822814,-0.05783406698487374,0.08680965226112329,-53.84500507370695,46.15499492629305
135,2015-01-30,232.772003,242.850998,225.839005,226.425003,226.425003,26605200,-7.087997000000001,0.0,-10.642950293013541,-0.1406205604185469,-0.10757218165386628,0.0715046298511263,-63.395888728223696,36.604111271776304
