,Date,Open,High,Low,Close,Volume,Daily_Change,Daily_Change_Ind,MACD,PROC_3,PROC_5,PROC_10,wpr,sto_os,goog_trend_score,count,compound_times_retweets,likes_count,neg_times_retweets,pos_times_retweets,replies_count,retweets_count,pos_weighted,neg_weighted,compound_weighted,count_avg7,count_daily_diff,count_weekly_diff,replies_count_avg7,replies_count_daily_diff,replies_count_weekly_diff,retweets_count_avg7,retweets_count_daily_diff,retweets_count_weekly_diff,likes_count_avg7,likes_count_daily_diff,likes_count_weekly_diff,compound_weighted_avg7,compound_weighted_daily_diff,compound_weighted_weekly_diff,pos_weighted_avg7,pos_weighted_daily_diff,pos_weighted_weekly_diff,neg_weighted_avg7,neg_weighted_daily_diff,neg_weighted_weekly_diff,Daily_Change_Perc,RSI,Weekly_Change,Weekly_Change_Perc,Close/Last_Gold,Open_Gold,Daily_Change_Gold,Daily_Change_Perc_Gold,Increased_Gold,Close/Last_SP500,Open_SP500,Daily_Change_SP500,Daily_Change_Perc_SP500,Increased_SP500,label
973,2018-09-17,6514.060059,6540.209961,6257.52002,6281.200195,3910780000,-235.9799809999995,0.0,-111.54212471208666,-0.0355473784931844,-0.0111148984803369,-0.0287409343115822,-95.13769667139104,4.862303328608976,52,257,1908.4021,21429,311.98100000000017,724.4649999999999,2133,11833,0.0612241189892672,0.0263653342347671,0.1612779599425335,241.57142857142856,56.0,15.428571428571416,2349.1428571428573,-623.0,-216.1428571428573,11273.57142857143,1778.0,559.4285714285706,19964.42857142857,5199.0,1464.5714285714275,0.3153139325594215,-0.3451832136029661,-0.1540359726168879,0.0919984535568353,-0.0741668307869634,-0.030774334567568,0.0172994845759158,0.0160545435833499,0.0090658496588513,-0.036226251963084564,41.15962313006015,-50.67968799999926,-0.008003892830637144,1205.8,1199.8,6.0,0.005000833472245374,1,2888.8,2903.83,-15.029999999999745,-0.005175922832948122,0,1.0
191,2015-08-05,284.846985,285.501007,281.488007,281.881989,20128000,-3.335998000000018,0.0,3.239914940793426,-0.0025901935634374,-0.0097242405000718,-0.036913333112733,-68.26106836160729,31.738931638392717,65,8,-68.4005,190,44.086,23.795,26,334,0.0712425149700598,0.1319940119760479,-0.2047919161676646,4.571428571428571,5.0,3.428571428571429,10.142857142857142,14.0,15.857142857142858,572.8571428571429,261.0,-238.8571428571429,434.2857142857143,106.0,-244.28571428571428,0.1306878341788417,-0.541945340825199,-0.3354797503465064,0.0987082654576513,-0.0905383069477483,-0.0274657504875914,0.0334055395640391,0.1319940119760479,0.0985884724120087,-0.011711544006688425,57.849560804771485,-7.22100800000004,-0.024977285171485234,1085.6,1087.3,-1.7000000000000455,-0.0015635059321254903,0,2099.84,2095.27,4.570000000000164,0.0021811031513839095,1,0.0
994,2018-10-16,6601.410156,6673.589844,6571.370117,6596.109863,4074800000,-0.4301760000007562,0.0,-37.87033620846341,0.0493350478533371,0.0543249006252914,0.0011838853864117,-14.172113689024757,85.82788631097525,36,256,3827.6450999999993,24533,225.8870000000001,1235.2140000000002,2925,11455,0.107831863814928,0.0197195111305107,0.3341462330859885,220.8571428571429,5.0,35.14285714285714,4569.857142857143,1019.0,-1644.8571428571431,15137.0,2490.0,-3682.0,21506.42857142857,6459.0,3026.5714285714275,0.4250449178278908,0.1088728476983701,-0.0908986847419022,0.1369801739730582,0.0238772625879341,-0.0291483101581302,0.0140847522935452,-0.0050209238945868,0.0056347588369654,-6.516425882275632e-05,51.12510993354332,-44.180176000000756,-0.00665335034170497,1231.0,1230.5,0.5,0.0004063388866314506,1,2809.92,2767.05,42.86999999999989,0.01549303409768522,1,0.0
133,2015-04-30,225.692993,239.563004,224.992996,236.145004,33818600,10.337005000000005,1.0,-4.331598837411406,0.0299146443724135,0.043089381346744,0.0512807806800394,-1.8612127644571557,98.13878723554284,53,15,432.9618,658,0.0,216.665,7,1198,0.180855592654424,0.0,0.3614038397328882,7.142857142857143,-2.0,7.857142857142857,7.571428571428571,0.0,-0.5714285714285712,421.2857142857143,763.0,776.7142857142858,244.42857142857144,362.0,413.57142857142856,0.1924662995546621,0.2880107362846123,0.168937540178226,0.1227973528105651,0.1496762823095964,0.0580582398438588,0.0261128538128538,-0.0028505747126436,-0.0261128538128538,0.04580117824038961,47.402055959981006,2.0920099999999877,0.00893818944268659,1182.4,1204.5,-22.09999999999991,-0.018347862183478548,0,2085.51,2105.52,-20.009999999999764,-0.00950359056195133,0,0.0
64,2015-01-13,267.394012,268.277008,219.906006,225.860992,72843904,-41.93499800000001,0.0,-20.56288426412385,-0.1780775549162853,-0.2028876304588603,-0.1964587159744888,-168.45606018759307,-68.45606018759308,64,8,2357.3955,352,0.6000000000000001,975.353,12,3353,0.2908896510587533,0.0001789442290486,0.7030705338502834,7.571428571428571,-1.0,0.4285714285714288,29.714285714285715,-15.0,-17.714285714285715,3274.285714285714,-5900.0,78.71428571428578,2079.8571428571427,-8354.0,-1727.857142857143,0.3339487431087138,0.1287295417396166,0.3691217907415695,0.1647454665094311,0.0436203329997454,0.1261441845493222,0.024648735678851,-0.002038066470184,-0.0244697914498024,-0.15682848574784095,25.648060829532014,-60.216004,-0.21048880141344883,1234.4,1233.1,1.300000000000182,0.0010542535074204704,1,2023.03,2031.58,-8.549999999999955,-0.004208547042203583,0,0.0
1438,2020-07-23,9527.141602,9610.24707,9483.003906,9581.072266,18146399002,55.7089849999993,1.0,29.15284650049216,0.0454856278457947,0.0460782161889181,0.0365071495392554,14.170419793578384,114.17041979357838,50,201,1653.554900000001,18006,65.90000000000002,492.7860000000002,3388,7711,0.0639068862663727,0.0085462326546492,0.2144410452600182,170.42857142857142,-50.0,30.571428571428584,5768.428571428572,-4989.0,-2380.428571428572,8108.428571428572,-3382.0,-397.4285714285716,18102.14285714286,-9732.0,-96.1428571428587,0.4038957078124779,-0.2670972671892744,-0.1894546625524596,0.1190195573282085,-0.0638756793155258,-0.0551126710618358,0.0166269603425791,-0.0044620608637858,-0.0080807276879299,0.005847397606466194,59.05317342470226,449.2597659999992,0.04919721752937867,1890.0,1871.6,18.40000000000009,0.009831160504381327,1,3235.66,3271.64,-35.98000000000002,-0.010997542516902844,0,0.0
46,2014-12-18,319.785004,323.709015,304.231995,311.395996,39173000,-8.380004999999983,0.0,-12.109171738823704,-0.0983046081503869,-0.1035765576060639,-0.1395737641747546,-114.68167167656512,-14.681671676565117,50,9,139.78560000000002,321,1.272,52.62500000000001,29,319,0.1649686520376175,0.003987460815047,0.4381993730407524,5.571428571428571,3.0,3.428571428571429,34.42857142857143,2.0,-5.428571428571431,325.57142857142856,-293.0,-6.571428571428555,256.1428571428572,-123.0,64.85714285714283,0.3451771806431377,-0.1684748099657835,0.0930221923976147,0.1591842020699831,-0.0847045505767614,0.0057844499676343,0.0111679888110766,-0.0019243038908353,-0.0071805279960296,-0.026205121863688088,32.721349929964816,-32.94399999999996,-0.0956728825657533,1194.8,1189.4,5.399999999999864,0.004540104254245723,1,2061.23,2018.98,42.25,0.020926408384431744,1,1.0
354,2016-04-04,421.299011,422.342987,419.601013,421.444,50634300,0.5400080000000003,1.0,1.2320741498953112,0.0083357476194414,0.0159781441415436,0.010228267568786,-39.53790932506494,60.462090674935055,29,4,1.536,74,0.0,1.164,0,69,0.0168695652173913,0.0,0.0222608695652173,6.571428571428571,-1.0,-2.571428571428571,40.0,-6.0,-40.0,151.85714285714286,20.0,-82.85714285714286,171.71428571428572,-19.0,-97.71428571428572,0.1869781796204874,-0.1162472937000887,-0.16471731005527,0.1052553188681045,-0.0527222715173025,-0.0883857536507132,0.0347787303103316,-0.028734693877551,-0.0347787303103316,0.0012817689714443698,54.28334838587842,-2.859985999999992,-0.006740417470412338,1219.3,1217.2,2.099999999999909,0.0017252711140321303,1,2066.13,2073.19,-7.059999999999945,-0.0034053801147024367,0,1.0
1324,2020-02-10,10115.55957,10165.765625,9784.563477,9856.611328,39386548075,-260.0625,0.0,410.8756850119171,0.0061931727018676,0.02529665854237,0.0541233565422196,-21.54878667841922,78.45121332158078,35,249,4602.7953,28013,241.112,1278.076,4846,10511,0.1215941394729331,0.0229390162686709,0.43790270193131,224.1428571428572,-33.0,24.85714285714286,9151.42857142857,-2474.0,-4305.428571428571,11464.857142857143,-1753.0,-953.8571428571432,24789.714285714286,-207.0,3223.2857142857138,0.47453601557386,0.0090624703592295,-0.03663331364255,0.1304117496799301,-0.0221518650932768,-0.008817610206997,0.0249752506818278,-0.0114537593347211,-0.0020362344131569,-0.025709156097629506,70.95144101140946,563.7695310000017,0.060667075079444806,1579.5,1575.8,3.7000000000000455,0.002348013707323293,1,3352.09,3318.28,33.809999999999945,0.01018901358535143,1,1.0
1318,2020-01-31,9508.313477,9521.706055,9230.776367,9350.529297,29432489719,-158.4638670000004,0.0,362.77057419920857,-0.0008612993126489,0.0876717594929294,0.0691335533325789,-13.886385731625772,86.11361426837422,29,118,3936.3078,11358,50.56700000000001,1186.898,3415,6732,0.1763068924539512,0.0075114379084967,0.5847159536541889,137.0,-36.0,-19.0,3751.142857142857,-1893.0,-336.14285714285734,5071.285714285715,1145.0,1660.714285714285,11441.857142857143,-2480.0,-83.85714285714312,0.4832377937824091,0.1158466857107489,0.1014781598717798,0.1568953917177178,0.0046915353750179,0.0194115007362334,0.0361850768772978,-0.0548710571693625,-0.0286736389688011,-0.016665822743782515,66.66273234788741,753.220702999999,0.08761122097276657,1582.9,1573.4,9.5,0.006037879750858014,1,3225.52,3282.33,-56.809999999999945,-0.017307827061873712,0,0.0
706,2017-08-24,4137.600098,4376.390137,4130.259766,4334.680176,2037750016,183.16015599999992,1.0,340.43924852693726,0.0831988552059824,0.0336170862113808,0.0022080939204942,-4.214569061462863,95.78543093853716,49,120,2319.6824,11211,44.505,910.3230000000004,394,13984,0.0650974685354691,0.0031825657894736,0.1658811784897025,114.85714285714286,13.0,5.142857142857139,332.7142857142857,120.0,61.28571428571428,9999.857142857143,5652.0,3984.142857142857,9242.142857142857,2786.0,1968.8571428571431,0.0977866514221286,0.0482307224167308,0.0680945270675738,0.0456839855435942,0.005236330753424,0.0194134829918748,0.0102313468067292,-0.0096839728567097,-0.0070487810172556,0.04426724469784656,70.99073471119746,10.340331999999762,0.002391193193186914,1292.0,1296.0,-4.0,-0.0030864197530864196,0,2438.97,2447.91,-8.940000000000055,-0.003652095052514208,0,1.0
866,2018-04-16,8337.570313,8371.150391,7925.72998,8058.669922,5631309824,-270.44042999999965,0.0,-122.03482879626426,0.0206067358248602,0.1564724532655147,0.2143281420609242,-15.976012715496465,84.02398728450353,63,349,16017.689799999998,57570,721.861,4195.613000000003,22920,43909,0.0955524607711403,0.0164399325878521,0.3647928625111025,311.42857142857144,85.0,37.57142857142856,16076.57142857143,19649.0,6843.428571428571,35295.57142857143,24525.0,8613.428571428572,46047.857142857145,26489.0,11522.142857142857,0.335241097518629,0.0634861198367319,0.0295517649924734,0.0925295673552342,0.0211874174364313,0.0030228934159061,0.01408149563837,0.0040556465787724,0.002358436949482,-0.0324363597364003,49.8099705084527,1263.2299810000004,0.1858937746441339,1350.7,1349.8,0.900000000000091,0.0006667654467329168,1,2677.84,2670.1,7.7400000000002365,0.00289876783641071,1,0.0
1221,2019-09-12,10176.819336,10442.253906,10099.242188,10410.126953,15323563925,231.75488300000143,1.0,-27.93389026028308,0.0072716525045504,-0.01018592124958,0.0061242559463834,-19.168727962995515,80.83127203700448,22,142,1574.9954000000002,9374,69.0,435.92600000000016,2694,3142,0.1387415658816041,0.0219605346912794,0.5012716104392108,139.85714285714286,-3.0,2.142857142857139,3441.285714285714,-1243.0,-747.2857142857142,3962.0,-695.0,-820.0,10478.42857142857,-495.0,-1104.4285714285706,0.5480862805965031,-0.0268836671213834,-0.0468146701572923,0.1542865857371897,-0.0126441521272569,-0.0155450198555856,0.0203413771522692,-0.0014827803986345,0.0016191575390101,0.02277282079482141,50.54697448470537,-168.07128899999952,-0.015888460884830476,1507.4,1504.9,2.5,0.0016612399494983054,1,3009.57,3009.08,0.49000000000023647,0.00016284046951235476,1,0.0
432,2016-07-25,661.263,661.828003,653.39502,654.096985,78176496,-7.1879880000000185,0.0,1.8007122903386517,0.0053456260859783,-0.0174076523202644,-0.0138076907538752,-79.75474644061956,20.24525355938045,39,17,-0.2768999999999995,781,11.341,9.675,11,845,0.0114497041420118,0.0134213017751479,-0.0003276923076923,13.142857142857142,0.0,3.8571428571428577,21.714285714285715,-9.0,-10.714285714285715,471.57142857142856,397.0,373.4285714285714,490.7142857142857,242.0,290.2857142857143,0.0177053747077884,0.0372740934065934,-0.0180330670154808,0.036248035741549,-0.0006127958579881,-0.0247983315995372,0.0232168610449498,-0.0052907517962806,-0.0097955592698018,-0.01087008951052761,51.97690989920394,-18.640990999999985,-0.02770914035630417,1319.5,1322.7,-3.2000000000000455,-0.0024192938686021363,0,2168.48,2173.71,-5.230000000000018,-0.0024060247227091092,0,0.0
1043,2018-12-27,3854.688477,3874.416992,3645.448486,3654.833496,5130222366,-202.46411099999975,0.0,-90.59521603337907,-0.1038997980502923,-0.0895198737292523,0.0307312201129286,-53.4275106082466,46.57248939175341,97,103,913.8203999999998,6530,37.408,252.85400000000007,942,2176,0.1162012867647059,0.0171911764705882,0.4199542279411764,137.85714285714286,-63.0,-34.85714285714286,1318.2857142857142,-902.0,-376.2857142857142,4367.428571428572,-3673.0,-2191.428571428572,10838.0,-9252.0,-4308.0,0.4031696870873903,-0.097809013638581,0.016784540853786,0.1321430473197365,-0.0390006280925346,-0.0159417605550306,0.0253608568539615,0.0037133170074321,-0.0081696803833733,-0.05252411763182795,39.63546435490174,-87.3615719999998,-0.023345007518993342,1281.1,1270.1,11.0,0.00866073537516731,1,2488.83,2442.5,46.32999999999993,0.018968270214943676,1,1.0
91,2015-02-19,236.410004,242.671997,235.591995,240.283005,18270500,3.957000999999991,1.0,-0.904474695924108,0.027539857703332,-0.0662130493547642,0.0916496474869399,-42.372543342552746,57.62745665744725,56,8,192.6859,364,0.0,96.93699999999998,48,492,0.1970264227642276,0.0,0.3916380081300812,3.4285714285714284,6.0,4.571428571428571,12.857142857142858,47.0,35.14285714285714,274.85714285714283,439.0,217.1428571428572,203.1428571428572,334.0,160.85714285714286,0.3659109775572229,0.1755248005829114,0.0257270305728583,0.1384518763293275,0.1024981208774351,0.0585745464349,0.0025028684496629,0.0,-0.0025028684496629,0.016737874595188416,49.6998516543911,18.314010999999994,0.08250706853228336,1207.6,1209.0,-1.400000000000091,-0.0011579818031431687,0,2097.45,2099.25,-1.800000000000182,-0.0008574490889604297,0,1.0
969,2018-09-11,6331.879883,6398.919922,6260.209961,6321.200195,3849910000,-8.5,0.0,-114.58157629004836,0.0152940123973865,-0.0318523992306046,-0.1212316831751989,-91.6155783104908,8.384421689509203,59,245,3273.7557,20818,87.50300000000001,908.2930000000002,1883,11576,0.0784634588804423,0.00755900138217,0.2828054336558396,231.7142857142857,-69.0,13.285714285714278,2769.714285714286,-1417.0,-886.7142857142858,11105.57142857143,-5165.0,470.42857142857065,19804.28571428572,-6052.0,1013.7142857142862,0.3219983047219854,0.0717152299643039,-0.0391928710661457,0.1005753057261266,0.008865286728241,-0.0221118468456842,0.0200345468317339,-0.0155510876208764,-0.0124755454495638,-0.001342413336491273,41.090393324654315,-1040.2597659999992,-0.14131161094553962,1202.2,1200.4,1.7999999999999545,0.0014995001666110916,1,2887.89,2871.57,16.31999999999971,0.005683302165714124,1,1.0
